"","team_name","game_date","season","period","minutes_remaining","seconds_remaining","shot_made_flag","action_type","shot_type","shot_distance","opponent","x","y","name","minute"
"1","Golden State Warriors","3/24/17",2016,3,2,35,"missed shot","Alley Oop Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,"Andre Iguodala",0
"2","Golden State Warriors","11/3/16",2016,2,10,51,"missed shot","Alley Oop Dunk Shot","2PT Field Goal",1,"Oklahoma City Thunder",-12,13,"Andre Iguodala",0
"3","Golden State Warriors","10/25/16",2016,2,0,6,"made shot","Alley Oop Dunk Shot","2PT Field Goal",0,"San Antonio Spurs",0,1,"Andre Iguodala",24
"4","Golden State Warriors","11/3/16",2016,2,11,10,"missed shot","Alley Oop Layup shot","2PT Field Goal",1,"Oklahoma City Thunder",-1,11,"Andre Iguodala",0
"5","Golden State Warriors","1/8/17",2016,4,0,32,"made shot","Cutting Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,"Andre Iguodala",48
"6","Golden State Warriors","3/16/17",2016,3,5,30,"made shot","Cutting Dunk Shot","2PT Field Goal",0,"Orlando Magic",0,1,"Andre Iguodala",31
"7","Golden State Warriors","1/2/17",2016,4,7,57,"made shot","Cutting Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,"Andre Iguodala",41
"8","Golden State Warriors","12/7/16",2016,4,9,31,"made shot","Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1,"Andre Iguodala",39
"9","Golden State Warriors","2/28/17",2016,2,0,23,"made shot","Cutting Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,1,"Andre Iguodala",24
"10","Golden State Warriors","2/1/17",2016,2,0,2,"made shot","Cutting Dunk Shot","2PT Field Goal",0,"Charlotte Hornets",0,1,"Andre Iguodala",24
"11","Golden State Warriors","11/25/16",2016,1,0,44,"made shot","Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,"Andre Iguodala",12
"12","Golden State Warriors","2/13/17",2016,1,0,41,"made shot","Cutting Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,"Andre Iguodala",12
"13","Golden State Warriors","12/28/16",2016,2,3,34,"made shot","Cutting Dunk Shot","2PT Field Goal",0,"Toronto Raptors",0,1,"Andre Iguodala",21
"14","Golden State Warriors","3/28/17",2016,3,5,56,"made shot","Cutting Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1,"Andre Iguodala",31
"15","Golden State Warriors","12/7/16",2016,3,3,23,"made shot","Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1,"Andre Iguodala",33
"16","Golden State Warriors","11/16/16",2016,2,1,23,"made shot","Cutting Dunk Shot","2PT Field Goal",0,"Toronto Raptors",0,1,"Andre Iguodala",23
"17","Golden State Warriors","11/18/16",2016,1,3,36,"made shot","Cutting Dunk Shot","2PT Field Goal",0,"Boston Celtics",0,1,"Andre Iguodala",9
"18","Golden State Warriors","2/13/17",2016,1,1,3,"made shot","Cutting Dunk Shot","2PT Field Goal",0,"Denver Nuggets",0,1,"Andre Iguodala",11
"19","Golden State Warriors","2/11/17",2016,1,0,59,"made shot","Cutting Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,1,"Andre Iguodala",12
"20","Golden State Warriors","11/25/16",2016,2,3,24,"made shot","Cutting Dunk Shot","2PT Field Goal",0,"Los Angeles Lakers",0,1,"Andre Iguodala",21
"21","Golden State Warriors","2/10/17",2016,3,1,21,"made shot","Cutting Finger Roll Layup Shot","2PT Field Goal",1,"Memphis Grizzlies",10,8,"Andre Iguodala",35
"22","Golden State Warriors","1/16/17",2016,2,5,8,"made shot","Cutting Finger Roll Layup Shot","2PT Field Goal",1,"Cleveland Cavaliers",-11,7,"Andre Iguodala",19
"23","Golden State Warriors","1/16/17",2016,4,9,39,"made shot","Cutting Layup Shot","2PT Field Goal",0,"Cleveland Cavaliers",-1,8,"Andre Iguodala",39
"24","Golden State Warriors","1/6/17",2016,2,2,34,"missed shot","Cutting Layup Shot","2PT Field Goal",1,"Memphis Grizzlies",10,11,"Andre Iguodala",0
"25","Golden State Warriors","2/13/17",2016,1,2,55,"made shot","Cutting Layup Shot","2PT Field Goal",1,"Denver Nuggets",-14,7,"Andre Iguodala",10
"26","Golden State Warriors","3/2/17",2016,4,0,56,"made shot","Driving Dunk Shot","2PT Field Goal",0,"Chicago Bulls",-2,0,"Andre Iguodala",48
"27","Golden State Warriors","3/2/17",2016,1,2,35,"made shot","Driving Dunk Shot","2PT Field Goal",0,"Chicago Bulls",0,1,"Andre Iguodala",10
"28","Golden State Warriors","10/28/16",2016,4,11,8,"made shot","Driving Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",0,1,"Andre Iguodala",37
"29","Golden State Warriors","12/17/16",2016,2,0,8,"made shot","Driving Dunk Shot","2PT Field Goal",0,"Portland Trail Blazers",0,1,"Andre Iguodala",24
"30","Golden State Warriors","12/7/16",2016,2,3,28,"made shot","Driving Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1,"Andre Iguodala",21
"31","Golden State Warriors","11/28/16",2016,1,2,29,"made shot","Driving Dunk Shot","2PT Field Goal",0,"Atlanta Hawks",0,1,"Andre Iguodala",10
"32","Golden State Warriors","3/26/17",2016,1,0,45,"made shot","Driving Dunk Shot","2PT Field Goal",0,"Memphis Grizzlies",0,1,"Andre Iguodala",12
"33","Golden State Warriors","11/28/16",2016,4,10,39,"made shot","Driving Dunk Shot","2PT Field Goal",0,"Atlanta Hawks",0,1,"Andre Iguodala",38
"34","Golden State Warriors","12/28/16",2016,4,8,7,"made shot","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Toronto Raptors",-6,23,"Andre Iguodala",40
"35","Golden State Warriors","3/29/17",2016,4,2,20,"missed shot","Driving Finger Roll Layup Shot","2PT Field Goal",1,"San Antonio Spurs",9,11,"Andre Iguodala",0
"36","Golden State Warriors","2/2/17",2016,3,0,0,"made shot","Driving Floating Bank Jump Shot","2PT Field Goal",7,"Los Angeles Clippers",46,62,"Andre Iguodala",36
"37","Golden State Warriors","12/23/16",2016,2,0,49,"made shot","Driving Layup Shot","2PT Field Goal",1,"Detroit Pistons",-9,7,"Andre Iguodala",24
"38","Golden State Warriors","3/31/17",2016,3,4,13,"missed shot","Driving Layup Shot","2PT Field Goal",2,"Houston Rockets",-17,21,"Andre Iguodala",0
"39","Golden State Warriors","3/18/17",2016,1,3,45,"made shot","Driving Reverse Dunk Shot","2PT Field Goal",0,"Milwaukee Bucks",0,1,"Andre Iguodala",9
"40","Golden State Warriors","11/9/16",2016,2,3,48,"made shot","Driving Reverse Layup Shot","2PT Field Goal",1,"Dallas Mavericks",14,2,"Andre Iguodala",21
"41","Golden State Warriors","11/1/16",2016,1,3,11,"missed shot","Driving Reverse Layup Shot","2PT Field Goal",0,"Portland Trail Blazers",2,7,"Andre Iguodala",0
"42","Golden State Warriors","1/8/17",2016,1,3,53,"made shot","Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,"Andre Iguodala",9
"43","Golden State Warriors","3/24/17",2016,3,3,1,"made shot","Dunk Shot","2PT Field Goal",0,"Sacramento Kings",0,1,"Andre Iguodala",33
"44","Golden State Warriors","10/28/16",2016,3,0,2,"made shot","Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",0,1,"Andre Iguodala",36
"45","Golden State Warriors","3/28/17",2016,1,3,15,"made shot","Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1,"Andre Iguodala",9
"46","Golden State Warriors","3/31/17",2016,4,0,29,"made shot","Dunk Shot","2PT Field Goal",0,"Houston Rockets",0,1,"Andre Iguodala",48
"47","Golden State Warriors","3/20/17",2016,2,2,32,"made shot","Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,1,"Andre Iguodala",22
"48","Golden State Warriors","2/28/17",2016,4,5,20,"missed shot","Dunk Shot","2PT Field Goal",0,"Washington Wizards",0,1,"Andre Iguodala",0
"49","Golden State Warriors","1/28/17",2016,3,3,44,"made shot","Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1,"Andre Iguodala",33
"50","Golden State Warriors","2/23/17",2016,3,5,22,"made shot","Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1,"Andre Iguodala",31
"51","Golden State Warriors","10/30/16",2016,2,0,43,"made shot","Dunk Shot","2PT Field Goal",0,"Phoenix Suns",0,1,"Andre Iguodala",24
"52","Golden State Warriors","1/28/17",2016,2,0,28,"made shot","Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",0,1,"Andre Iguodala",24
"53","Golden State Warriors","1/18/17",2016,4,10,24,"made shot","Dunk Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,1,"Andre Iguodala",38
"54","Golden State Warriors","11/3/16",2016,4,10,13,"made shot","Fadeaway Jump Shot","2PT Field Goal",19,"Oklahoma City Thunder",195,-1,"Andre Iguodala",38
"55","Golden State Warriors","12/28/16",2016,3,1,10,"made shot","Finger Roll Layup Shot","2PT Field Goal",1,"Toronto Raptors",-1,16,"Andre Iguodala",35
"56","Golden State Warriors","2/10/17",2016,2,4,36,"made shot","Floating Jump shot","2PT Field Goal",17,"Memphis Grizzlies",-109,136,"Andre Iguodala",20
"57","Golden State Warriors","1/2/17",2016,3,0,0,"missed shot","Floating Jump shot","2PT Field Goal",10,"Denver Nuggets",-29,97,"Andre Iguodala",0
"58","Golden State Warriors","12/28/16",2016,4,11,14,"made shot","Hook Shot","2PT Field Goal",5,"Toronto Raptors",-29,41,"Andre Iguodala",37
"59","Golden State Warriors","11/18/16",2016,2,3,4,"made shot","Hook Shot","2PT Field Goal",0,"Boston Celtics",0,1,"Andre Iguodala",21
"60","Golden State Warriors","11/1/16",2016,4,9,22,"missed shot","Hook Shot","2PT Field Goal",3,"Portland Trail Blazers",-32,7,"Andre Iguodala",0
"61","Golden State Warriors","12/25/16",2016,2,0,46,"missed shot","Jump Bank Shot","2PT Field Goal",7,"Cleveland Cavaliers",68,36,"Andre Iguodala",0
"62","Golden State Warriors","3/2/17",2016,2,0,22,"missed shot","Jump Shot","3PT Field Goal",26,"Chicago Bulls",-191,180,"Andre Iguodala",0
"63","Golden State Warriors","4/4/17",2016,1,0,18,"made shot","Jump Shot","2PT Field Goal",18,"Minnesota Timberwolves",117,144,"Andre Iguodala",12
"64","Golden State Warriors","3/31/17",2016,1,2,2,"made shot","Jump Shot","3PT Field Goal",27,"Houston Rockets",81,262,"Andre Iguodala",10
"65","Golden State Warriors","3/31/17",2016,2,0,0,"made shot","Jump Shot","3PT Field Goal",27,"Houston Rockets",-215,165,"Andre Iguodala",24
"66","Golden State Warriors","3/31/17",2016,4,8,12,"missed shot","Jump Shot","3PT Field Goal",25,"Houston Rockets",87,242,"Andre Iguodala",0
"67","Golden State Warriors","3/31/17",2016,2,8,11,"missed shot","Jump Shot","3PT Field Goal",25,"Houston Rockets",-60,247,"Andre Iguodala",0
"68","Golden State Warriors","3/31/17",2016,1,1,29,"missed shot","Jump Shot","3PT Field Goal",25,"Houston Rockets",-119,228,"Andre Iguodala",0
"69","Golden State Warriors","3/31/17",2016,4,1,39,"missed shot","Jump Shot","3PT Field Goal",23,"Houston Rockets",-227,67,"Andre Iguodala",0
"70","Golden State Warriors","3/31/17",2016,1,5,0,"missed shot","Jump Shot","2PT Field Goal",19,"Houston Rockets",109,159,"Andre Iguodala",0
"71","Golden State Warriors","3/29/17",2016,2,10,3,"missed shot","Jump Shot","3PT Field Goal",24,"San Antonio Spurs",161,183,"Andre Iguodala",0
"72","Golden State Warriors","3/29/17",2016,1,2,31,"made shot","Jump Shot","3PT Field Goal",23,"San Antonio Spurs",233,2,"Andre Iguodala",10
"73","Golden State Warriors","3/29/17",2016,2,4,39,"made shot","Jump Shot","3PT Field Goal",25,"San Antonio Spurs",-207,154,"Andre Iguodala",20
"74","Golden State Warriors","3/29/17",2016,1,0,49,"made shot","Jump Shot","2PT Field Goal",19,"San Antonio Spurs",-158,120,"Andre Iguodala",12
"75","Golden State Warriors","3/28/17",2016,3,4,31,"made shot","Jump Shot","3PT Field Goal",23,"Houston Rockets",233,26,"Andre Iguodala",32
"76","Golden State Warriors","3/28/17",2016,3,6,52,"missed shot","Jump Shot","3PT Field Goal",22,"Houston Rockets",223,51,"Andre Iguodala",0
"77","Golden State Warriors","3/28/17",2016,4,10,38,"missed shot","Jump Shot","3PT Field Goal",24,"Houston Rockets",225,97,"Andre Iguodala",0
"78","Golden State Warriors","3/28/17",2016,2,9,9,"missed shot","Jump Shot","3PT Field Goal",23,"Houston Rockets",228,70,"Andre Iguodala",0
"79","Golden State Warriors","3/26/17",2016,2,8,39,"missed shot","Jump Shot","2PT Field Goal",14,"Memphis Grizzlies",-133,46,"Andre Iguodala",0
"80","Golden State Warriors","3/26/17",2016,1,5,5,"made shot","Jump Shot","3PT Field Goal",26,"Memphis Grizzlies",-212,160,"Andre Iguodala",7
"81","Golden State Warriors","3/24/17",2016,1,2,31,"missed shot","Jump Shot","3PT Field Goal",25,"Sacramento Kings",-55,247,"Andre Iguodala",0
"82","Golden State Warriors","3/24/17",2016,2,11,38,"missed shot","Jump Shot","2PT Field Goal",17,"Sacramento Kings",-124,129,"Andre Iguodala",0
"83","Golden State Warriors","3/20/17",2016,3,0,35,"missed shot","Jump Shot","3PT Field Goal",25,"Oklahoma City Thunder",-189,164,"Andre Iguodala",0
"84","Golden State Warriors","3/20/17",2016,1,2,33,"missed shot","Jump Shot","2PT Field Goal",17,"Oklahoma City Thunder",171,11,"Andre Iguodala",0
"85","Golden State Warriors","3/18/17",2016,4,8,11,"missed shot","Jump Shot","2PT Field Goal",3,"Milwaukee Bucks",17,28,"Andre Iguodala",0
"86","Golden State Warriors","3/16/17",2016,4,10,21,"missed shot","Jump Shot","3PT Field Goal",26,"Orlando Magic",-122,232,"Andre Iguodala",0
"87","Golden State Warriors","3/14/17",2016,2,7,38,"missed shot","Jump Shot","2PT Field Goal",3,"Philadelphia 76ers",-29,26,"Andre Iguodala",0
"88","Golden State Warriors","3/6/17",2016,4,2,38,"made shot","Jump Shot","3PT Field Goal",23,"Atlanta Hawks",233,18,"Andre Iguodala",46
"89","Golden State Warriors","3/6/17",2016,4,5,18,"missed shot","Jump Shot","3PT Field Goal",25,"Atlanta Hawks",168,193,"Andre Iguodala",0
"90","Golden State Warriors","3/6/17",2016,2,4,48,"made shot","Jump Shot","3PT Field Goal",23,"Atlanta Hawks",236,16,"Andre Iguodala",20
"91","Golden State Warriors","3/6/17",2016,1,4,44,"made shot","Jump Shot","3PT Field Goal",24,"Atlanta Hawks",238,46,"Andre Iguodala",8
"92","Golden State Warriors","3/6/17",2016,2,7,10,"missed shot","Jump Shot","3PT Field Goal",22,"Atlanta Hawks",-227,13,"Andre Iguodala",0
"93","Golden State Warriors","3/6/17",2016,4,6,9,"made shot","Jump Shot","3PT Field Goal",24,"Atlanta Hawks",-60,242,"Andre Iguodala",42
"94","Golden State Warriors","3/5/17",2016,4,6,56,"missed shot","Jump Shot","3PT Field Goal",24,"New York Knicks",191,151,"Andre Iguodala",0
"95","Golden State Warriors","3/5/17",2016,2,8,1,"missed shot","Jump Shot","3PT Field Goal",23,"New York Knicks",-233,-31,"Andre Iguodala",0
"96","Golden State Warriors","3/5/17",2016,2,8,32,"missed shot","Jump Shot","3PT Field Goal",23,"New York Knicks",232,-26,"Andre Iguodala",0
"97","Golden State Warriors","3/5/17",2016,2,4,51,"made shot","Jump Shot","3PT Field Goal",24,"New York Knicks",-158,188,"Andre Iguodala",20
"98","Golden State Warriors","3/5/17",2016,2,4,1,"made shot","Jump Shot","3PT Field Goal",24,"New York Knicks",205,136,"Andre Iguodala",20
"99","Golden State Warriors","3/2/17",2016,4,10,17,"missed shot","Jump Shot","3PT Field Goal",23,"Chicago Bulls",233,-6,"Andre Iguodala",0
"100","Golden State Warriors","2/15/17",2016,2,8,48,"missed shot","Jump Shot","3PT Field Goal",25,"Sacramento Kings",1,257,"Andre Iguodala",0
"101","Golden State Warriors","2/13/17",2016,2,1,14,"missed shot","Jump Shot","3PT Field Goal",23,"Denver Nuggets",232,7,"Andre Iguodala",0
"102","Golden State Warriors","2/13/17",2016,2,9,31,"missed shot","Jump Shot","3PT Field Goal",25,"Denver Nuggets",161,203,"Andre Iguodala",0
"103","Golden State Warriors","2/13/17",2016,3,2,27,"missed shot","Jump Shot","3PT Field Goal",25,"Denver Nuggets",-173,183,"Andre Iguodala",0
"104","Golden State Warriors","2/13/17",2016,3,3,2,"made shot","Jump Shot","2PT Field Goal",16,"Denver Nuggets",168,21,"Andre Iguodala",33
"105","Golden State Warriors","2/13/17",2016,3,0,27,"made shot","Jump Shot","3PT Field Goal",25,"Denver Nuggets",200,164,"Andre Iguodala",36
"106","Golden State Warriors","2/11/17",2016,4,11,26,"missed shot","Jump Shot","2PT Field Goal",18,"Oklahoma City Thunder",-66,169,"Andre Iguodala",0
"107","Golden State Warriors","2/11/17",2016,3,2,45,"missed shot","Jump Shot","3PT Field Goal",24,"Oklahoma City Thunder",179,169,"Andre Iguodala",0
"108","Golden State Warriors","2/11/17",2016,1,1,23,"made shot","Jump Shot","3PT Field Goal",22,"Oklahoma City Thunder",-225,-10,"Andre Iguodala",11
"109","Golden State Warriors","2/11/17",2016,2,7,47,"missed shot","Jump Shot","3PT Field Goal",22,"Oklahoma City Thunder",223,38,"Andre Iguodala",0
"110","Golden State Warriors","2/11/17",2016,4,8,15,"missed shot","Jump Shot","3PT Field Goal",24,"Oklahoma City Thunder",-143,193,"Andre Iguodala",0
"111","Golden State Warriors","2/10/17",2016,2,5,22,"made shot","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",28,249,"Andre Iguodala",19
"112","Golden State Warriors","2/10/17",2016,3,3,3,"missed shot","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",186,178,"Andre Iguodala",0
"113","Golden State Warriors","2/10/17",2016,2,10,22,"made shot","Jump Shot","3PT Field Goal",22,"Memphis Grizzlies",-227,2,"Andre Iguodala",14
"114","Golden State Warriors","2/8/17",2016,2,8,42,"missed shot","Jump Shot","3PT Field Goal",26,"Chicago Bulls",64,259,"Andre Iguodala",0
"115","Golden State Warriors","2/4/17",2016,2,10,42,"missed shot","Jump Shot","3PT Field Goal",23,"Sacramento Kings",-233,31,"Andre Iguodala",0
"116","Golden State Warriors","2/4/17",2016,4,8,47,"missed shot","Jump Shot","3PT Field Goal",24,"Sacramento Kings",-202,141,"Andre Iguodala",0
"117","Golden State Warriors","2/4/17",2016,4,10,7,"missed shot","Jump Shot","3PT Field Goal",25,"Sacramento Kings",187,174,"Andre Iguodala",0
"118","Golden State Warriors","2/4/17",2016,4,4,35,"missed shot","Jump Shot","2PT Field Goal",17,"Sacramento Kings",171,13,"Andre Iguodala",0
"119","Golden State Warriors","2/2/17",2016,4,0,11,"made shot","Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",-174,193,"Andre Iguodala",48
"120","Golden State Warriors","2/2/17",2016,4,10,3,"made shot","Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",-63,249,"Andre Iguodala",38
"121","Golden State Warriors","2/2/17",2016,3,5,5,"made shot","Jump Shot","3PT Field Goal",23,"Los Angeles Clippers",-233,3,"Andre Iguodala",31
"122","Golden State Warriors","2/2/17",2016,4,4,16,"missed shot","Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",-165,205,"Andre Iguodala",0
"123","Golden State Warriors","2/1/17",2016,1,0,8,"missed shot","Jump Shot","3PT Field Goal",26,"Charlotte Hornets",-179,193,"Andre Iguodala",0
"124","Golden State Warriors","1/29/17",2016,4,6,6,"made shot","Jump Shot","3PT Field Goal",23,"Portland Trail Blazers",-228,46,"Andre Iguodala",42
"125","Golden State Warriors","1/29/17",2016,2,10,3,"missed shot","Jump Shot","3PT Field Goal",22,"Portland Trail Blazers",-225,7,"Andre Iguodala",0
"126","Golden State Warriors","1/28/17",2016,3,2,3,"made shot","Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",153,210,"Andre Iguodala",34
"127","Golden State Warriors","1/28/17",2016,3,5,3,"missed shot","Jump Shot","3PT Field Goal",24,"Los Angeles Clippers",182,159,"Andre Iguodala",0
"128","Golden State Warriors","1/28/17",2016,4,11,40,"missed shot","Jump Shot","2PT Field Goal",11,"Los Angeles Clippers",-12,115,"Andre Iguodala",0
"129","Golden State Warriors","1/28/17",2016,3,4,31,"missed shot","Jump Shot","3PT Field Goal",23,"Los Angeles Clippers",232,26,"Andre Iguodala",0
"130","Golden State Warriors","1/25/17",2016,2,10,44,"missed shot","Jump Shot","2PT Field Goal",15,"Charlotte Hornets",-73,134,"Andre Iguodala",0
"131","Golden State Warriors","1/22/17",2016,4,11,36,"made shot","Jump Shot","3PT Field Goal",22,"Orlando Magic",-228,3,"Andre Iguodala",37
"132","Golden State Warriors","1/22/17",2016,4,10,20,"missed shot","Jump Shot","3PT Field Goal",23,"Orlando Magic",-238,0,"Andre Iguodala",0
"133","Golden State Warriors","1/22/17",2016,2,3,15,"missed shot","Jump Shot","3PT Field Goal",25,"Orlando Magic",179,188,"Andre Iguodala",0
"134","Golden State Warriors","1/22/17",2016,2,10,45,"missed shot","Jump Shot","3PT Field Goal",25,"Orlando Magic",125,223,"Andre Iguodala",0
"135","Golden State Warriors","1/20/17",2016,1,0,26,"missed shot","Jump Shot","2PT Field Goal",14,"Houston Rockets",-137,41,"Andre Iguodala",0
"136","Golden State Warriors","1/20/17",2016,2,11,33,"made shot","Jump Shot","3PT Field Goal",25,"Houston Rockets",-171,183,"Andre Iguodala",13
"137","Golden State Warriors","1/20/17",2016,2,7,2,"missed shot","Jump Shot","3PT Field Goal",23,"Houston Rockets",238,3,"Andre Iguodala",0
"138","Golden State Warriors","1/18/17",2016,1,6,38,"made shot","Jump Shot","2PT Field Goal",20,"Oklahoma City Thunder",-73,188,"Andre Iguodala",6
"139","Golden State Warriors","1/16/17",2016,1,4,23,"made shot","Jump Shot","3PT Field Goal",25,"Cleveland Cavaliers",-205,156,"Andre Iguodala",8
"140","Golden State Warriors","1/8/17",2016,4,3,6,"made shot","Jump Shot","3PT Field Goal",24,"Sacramento Kings",225,97,"Andre Iguodala",45
"141","Golden State Warriors","1/8/17",2016,1,2,12,"missed shot","Jump Shot","2PT Field Goal",21,"Sacramento Kings",109,185,"Andre Iguodala",0
"142","Golden State Warriors","1/8/17",2016,3,2,19,"missed shot","Jump Shot","2PT Field Goal",16,"Sacramento Kings",91,139,"Andre Iguodala",0
"143","Golden State Warriors","1/6/17",2016,4,11,39,"missed shot","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",132,218,"Andre Iguodala",0
"144","Golden State Warriors","1/4/17",2016,1,1,58,"made shot","Jump Shot","3PT Field Goal",26,"Portland Trail Blazers",-129,232,"Andre Iguodala",11
"145","Golden State Warriors","1/2/17",2016,3,0,13,"missed shot","Jump Shot","3PT Field Goal",23,"Denver Nuggets",-235,8,"Andre Iguodala",0
"146","Golden State Warriors","12/30/16",2016,2,9,55,"missed shot","Jump Shot","3PT Field Goal",23,"Dallas Mavericks",230,18,"Andre Iguodala",0
"147","Golden State Warriors","12/30/16",2016,1,0,0,"missed shot","Jump Shot","3PT Field Goal",28,"Dallas Mavericks",-68,277,"Andre Iguodala",0
"148","Golden State Warriors","12/25/16",2016,2,1,55,"missed shot","Jump Shot","3PT Field Goal",23,"Cleveland Cavaliers",230,2,"Andre Iguodala",0
"149","Golden State Warriors","12/25/16",2016,2,1,22,"missed shot","Jump Shot","3PT Field Goal",23,"Cleveland Cavaliers",-237,2,"Andre Iguodala",0
"150","Golden State Warriors","12/23/16",2016,1,4,6,"missed shot","Jump Shot","2PT Field Goal",15,"Detroit Pistons",-137,62,"Andre Iguodala",0
"151","Golden State Warriors","12/22/16",2016,4,6,56,"made shot","Jump Shot","3PT Field Goal",25,"Brooklyn Nets",-179,175,"Andre Iguodala",42
"152","Golden State Warriors","12/22/16",2016,3,1,39,"made shot","Jump Shot","3PT Field Goal",24,"Brooklyn Nets",99,228,"Andre Iguodala",35
"153","Golden State Warriors","12/22/16",2016,2,1,24,"missed shot","Jump Shot","3PT Field Goal",23,"Brooklyn Nets",-230,-19,"Andre Iguodala",0
"154","Golden State Warriors","12/22/16",2016,1,4,0,"made shot","Jump Shot","2PT Field Goal",18,"Brooklyn Nets",125,139,"Andre Iguodala",8
"155","Golden State Warriors","12/22/16",2016,3,3,48,"missed shot","Jump Shot","3PT Field Goal",22,"Brooklyn Nets",223,11,"Andre Iguodala",0
"156","Golden State Warriors","12/22/16",2016,4,9,9,"missed shot","Jump Shot","3PT Field Goal",23,"Brooklyn Nets",233,-15,"Andre Iguodala",0
"157","Golden State Warriors","12/17/16",2016,1,2,56,"missed shot","Jump Shot","2PT Field Goal",17,"Portland Trail Blazers",122,129,"Andre Iguodala",0
"158","Golden State Warriors","12/17/16",2016,4,11,4,"made shot","Jump Shot","2PT Field Goal",18,"Portland Trail Blazers",-65,169,"Andre Iguodala",37
"159","Golden State Warriors","12/17/16",2016,1,1,49,"missed shot","Jump Shot","3PT Field Goal",22,"Portland Trail Blazers",227,-1,"Andre Iguodala",0
"160","Golden State Warriors","12/17/16",2016,4,11,40,"made shot","Jump Shot","2PT Field Goal",20,"Portland Trail Blazers",-9,205,"Andre Iguodala",37
"161","Golden State Warriors","12/15/16",2016,4,9,15,"missed shot","Jump Shot","3PT Field Goal",23,"New York Knicks",-232,61,"Andre Iguodala",0
"162","Golden State Warriors","12/13/16",2016,3,0,48,"missed shot","Jump Shot","3PT Field Goal",22,"New Orleans Pelicans",-228,7,"Andre Iguodala",0
"163","Golden State Warriors","12/13/16",2016,4,8,0,"made shot","Jump Shot","3PT Field Goal",25,"New Orleans Pelicans",123,224,"Andre Iguodala",40
"164","Golden State Warriors","12/13/16",2016,1,0,0,"missed shot","Jump Shot","3PT Field Goal",26,"New Orleans Pelicans",-214,164,"Andre Iguodala",0
"165","Golden State Warriors","12/13/16",2016,2,2,27,"missed shot","Jump Shot","3PT Field Goal",23,"New Orleans Pelicans",238,8,"Andre Iguodala",0
"166","Golden State Warriors","12/13/16",2016,2,9,41,"made shot","Jump Shot","3PT Field Goal",25,"New Orleans Pelicans",235,105,"Andre Iguodala",15
"167","Golden State Warriors","12/11/16",2016,2,9,20,"missed shot","Jump Shot","2PT Field Goal",19,"Minnesota Timberwolves",-76,183,"Andre Iguodala",0
"168","Golden State Warriors","12/11/16",2016,4,4,33,"made shot","Jump Shot","3PT Field Goal",24,"Minnesota Timberwolves",215,124,"Andre Iguodala",44
"169","Golden State Warriors","12/11/16",2016,3,0,0,"missed shot","Jump Shot","3PT Field Goal",47,"Minnesota Timberwolves",-125,457,"Andre Iguodala",0
"170","Golden State Warriors","12/11/16",2016,4,9,29,"missed shot","Jump Shot","3PT Field Goal",23,"Minnesota Timberwolves",232,11,"Andre Iguodala",0
"171","Golden State Warriors","12/8/16",2016,3,3,5,"missed shot","Jump Shot","2PT Field Goal",18,"Utah Jazz",-168,65,"Andre Iguodala",0
"172","Golden State Warriors","12/8/16",2016,4,10,4,"missed shot","Jump Shot","3PT Field Goal",24,"Utah Jazz",-202,134,"Andre Iguodala",0
"173","Golden State Warriors","12/7/16",2016,4,11,13,"missed shot","Jump Shot","2PT Field Goal",3,"Los Angeles Clippers",-4,33,"Andre Iguodala",0
"174","Golden State Warriors","12/7/16",2016,2,2,4,"missed shot","Jump Shot","3PT Field Goal",24,"Los Angeles Clippers",-240,16,"Andre Iguodala",0
"175","Golden State Warriors","12/7/16",2016,4,10,6,"missed shot","Jump Shot","3PT Field Goal",25,"Los Angeles Clippers",159,200,"Andre Iguodala",0
