"","team_name","game_date","season","period","minutes_remaining","seconds_remaining","shot_made_flag","action_type","shot_type","shot_distance","opponent","x","y","name","minute"
"1345","Golden State Warriors","12/20/16",2016,1,1,49,"made shot","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Utah Jazz",2,21,"Stephen Curry",11
"1346","Golden State Warriors","3/29/17",2016,2,0,49,"made shot","Driving Finger Roll Layup Shot","2PT Field Goal",1,"San Antonio Spurs",-19,2,"Stephen Curry",24
"1347","Golden State Warriors","11/19/16",2016,4,2,47,"made shot","Driving Finger Roll Layup Shot","2PT Field Goal",1,"Milwaukee Bucks",15,7,"Stephen Curry",46
"1348","Golden State Warriors","11/18/16",2016,3,7,18,"made shot","Driving Finger Roll Layup Shot","2PT Field Goal",1,"Boston Celtics",9,-5,"Stephen Curry",29
"1349","Golden State Warriors","2/27/17",2016,3,0,25,"made shot","Driving Finger Roll Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",0,16,"Stephen Curry",36
"1350","Golden State Warriors","3/31/17",2016,3,3,28,"made shot","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Houston Rockets",-1,21,"Stephen Curry",33
"1351","Golden State Warriors","12/11/16",2016,2,0,29,"missed shot","Driving Finger Roll Layup Shot","2PT Field Goal",3,"Minnesota Timberwolves",24,31,"Stephen Curry",0
"1352","Golden State Warriors","3/16/17",2016,3,0,54,"made shot","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Orlando Magic",19,18,"Stephen Curry",36
"1353","Golden State Warriors","12/8/16",2016,3,7,36,"made shot","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Utah Jazz",22,0,"Stephen Curry",29
"1354","Golden State Warriors","12/5/16",2016,2,1,10,"made shot","Driving Finger Roll Layup Shot","2PT Field Goal",0,"Indiana Pacers",0,8,"Stephen Curry",23
"1355","Golden State Warriors","1/16/17",2016,1,4,57,"missed shot","Driving Finger Roll Layup Shot","2PT Field Goal",2,"Cleveland Cavaliers",-1,26,"Stephen Curry",0
"1356","Golden State Warriors","3/31/17",2016,3,9,15,"made shot","Driving Finger Roll Layup Shot","2PT Field Goal",1,"Houston Rockets",12,7,"Stephen Curry",27
"1357","Golden State Warriors","11/3/16",2016,1,8,59,"made shot","Driving Finger Roll Layup Shot","2PT Field Goal",1,"Oklahoma City Thunder",-4,16,"Stephen Curry",4
"1358","Golden State Warriors","2/2/17",2016,3,11,6,"made shot","Driving Floating Bank Jump Shot","2PT Field Goal",8,"Los Angeles Clippers",76,44,"Stephen Curry",25
"1359","Golden State Warriors","2/28/17",2016,2,2,28,"made shot","Driving Floating Bank Jump Shot","2PT Field Goal",3,"Washington Wizards",30,21,"Stephen Curry",22
"1360","Golden State Warriors","3/29/17",2016,4,4,43,"missed shot","Driving Floating Bank Jump Shot","2PT Field Goal",10,"San Antonio Spurs",97,31,"Stephen Curry",0
"1361","Golden State Warriors","11/1/16",2016,2,0,1,"missed shot","Driving Floating Jump Shot","2PT Field Goal",15,"Portland Trail Blazers",-53,149,"Stephen Curry",0
"1362","Golden State Warriors","2/11/17",2016,4,5,27,"missed shot","Driving Floating Jump Shot","2PT Field Goal",3,"Oklahoma City Thunder",25,21,"Stephen Curry",0
"1363","Golden State Warriors","11/28/16",2016,4,4,6,"missed shot","Driving Floating Jump Shot","2PT Field Goal",10,"Atlanta Hawks",-93,49,"Stephen Curry",0
"1364","Golden State Warriors","3/2/17",2016,1,6,16,"made shot","Driving Floating Jump Shot","2PT Field Goal",3,"Chicago Bulls",4,38,"Stephen Curry",6
"1365","Golden State Warriors","12/20/16",2016,2,5,29,"missed shot","Driving Floating Jump Shot","2PT Field Goal",11,"Utah Jazz",92,70,"Stephen Curry",0
"1366","Golden State Warriors","10/25/16",2016,2,4,58,"made shot","Driving Floating Jump Shot","2PT Field Goal",7,"San Antonio Spurs",-16,70,"Stephen Curry",20
"1367","Golden State Warriors","11/1/16",2016,1,6,45,"missed shot","Driving Floating Jump Shot","2PT Field Goal",14,"Portland Trail Blazers",51,134,"Stephen Curry",0
"1368","Golden State Warriors","12/28/16",2016,1,8,46,"made shot","Driving Floating Jump Shot","2PT Field Goal",12,"Toronto Raptors",60,115,"Stephen Curry",4
"1369","Golden State Warriors","10/30/16",2016,4,10,0,"missed shot","Driving Floating Jump Shot","2PT Field Goal",7,"Phoenix Suns",-16,72,"Stephen Curry",0
"1370","Golden State Warriors","3/24/17",2016,3,4,34,"missed shot","Driving Floating Jump Shot","2PT Field Goal",5,"Sacramento Kings",6,51,"Stephen Curry",0
"1371","Golden State Warriors","11/28/16",2016,4,3,29,"made shot","Driving Floating Jump Shot","2PT Field Goal",4,"Atlanta Hawks",-4,46,"Stephen Curry",45
"1372","Golden State Warriors","11/1/16",2016,3,6,19,"missed shot","Driving Floating Jump Shot","2PT Field Goal",6,"Portland Trail Blazers",66,13,"Stephen Curry",0
"1373","Golden State Warriors","4/4/17",2016,2,2,11,"missed shot","Driving Floating Jump Shot","2PT Field Goal",6,"Minnesota Timberwolves",20,57,"Stephen Curry",0
"1374","Golden State Warriors","12/3/16",2016,3,1,36,"made shot","Driving Floating Jump Shot","2PT Field Goal",5,"Phoenix Suns",-7,51,"Stephen Curry",35
"1375","Golden State Warriors","10/25/16",2016,4,6,46,"made shot","Driving Floating Jump Shot","2PT Field Goal",4,"San Antonio Spurs",2,41,"Stephen Curry",42
"1376","Golden State Warriors","12/28/16",2016,3,1,36,"made shot","Driving Floating Jump Shot","2PT Field Goal",10,"Toronto Raptors",-92,51,"Stephen Curry",35
"1377","Golden State Warriors","11/3/16",2016,1,5,1,"missed shot","Driving Floating Jump Shot","2PT Field Goal",8,"Oklahoma City Thunder",-34,82,"Stephen Curry",0
"1378","Golden State Warriors","1/6/17",2016,1,10,56,"made shot","Driving Hook Shot","2PT Field Goal",4,"Memphis Grizzlies",27,31,"Stephen Curry",2
"1379","Golden State Warriors","11/7/16",2016,3,1,11,"missed shot","Driving Hook Shot","2PT Field Goal",5,"New Orleans Pelicans",2,57,"Stephen Curry",0
"1380","Golden State Warriors","1/2/17",2016,2,1,11,"missed shot","Driving Hook Shot","2PT Field Goal",2,"Denver Nuggets",4,26,"Stephen Curry",0
"1381","Golden State Warriors","11/18/16",2016,1,7,28,"made shot","Driving Hook Shot","2PT Field Goal",6,"Boston Celtics",-27,56,"Stephen Curry",5
"1382","Golden State Warriors","3/5/17",2016,1,1,56,"made shot","Driving Layup Shot","2PT Field Goal",2,"New York Knicks",-29,0,"Stephen Curry",11
"1383","Golden State Warriors","11/4/16",2016,1,9,44,"made shot","Driving Layup Shot","2PT Field Goal",0,"Los Angeles Lakers",1,1,"Stephen Curry",3
"1384","Golden State Warriors","1/2/17",2016,1,0,53,"made shot","Driving Layup Shot","2PT Field Goal",1,"Denver Nuggets",1,11,"Stephen Curry",12
"1385","Golden State Warriors","3/5/17",2016,3,4,38,"made shot","Driving Layup Shot","2PT Field Goal",1,"New York Knicks",-12,3,"Stephen Curry",32
"1386","Golden State Warriors","11/4/16",2016,1,8,4,"made shot","Driving Layup Shot","2PT Field Goal",1,"Los Angeles Lakers",-18,1,"Stephen Curry",4
"1387","Golden State Warriors","3/28/17",2016,2,3,53,"made shot","Driving Layup Shot","2PT Field Goal",0,"Houston Rockets",-2,2,"Stephen Curry",21
"1388","Golden State Warriors","11/16/16",2016,3,8,1,"made shot","Driving Layup Shot","2PT Field Goal",1,"Toronto Raptors",-19,2,"Stephen Curry",28
"1389","Golden State Warriors","10/28/16",2016,4,1,47,"made shot","Driving Layup Shot","2PT Field Goal",0,"New Orleans Pelicans",4,8,"Stephen Curry",47
"1390","Golden State Warriors","12/28/16",2016,2,2,43,"made shot","Driving Layup Shot","2PT Field Goal",0,"Toronto Raptors",-2,2,"Stephen Curry",22
"1391","Golden State Warriors","2/28/17",2016,3,4,58,"made shot","Driving Layup Shot","2PT Field Goal",1,"Washington Wizards",-6,8,"Stephen Curry",32
"1392","Golden State Warriors","12/13/16",2016,1,1,8,"made shot","Driving Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",-22,3,"Stephen Curry",11
"1393","Golden State Warriors","12/13/16",2016,3,10,42,"made shot","Driving Layup Shot","2PT Field Goal",1,"New Orleans Pelicans",12,8,"Stephen Curry",26
"1394","Golden State Warriors","11/9/16",2016,3,1,23,"made shot","Driving Layup Shot","2PT Field Goal",2,"Dallas Mavericks",0,28,"Stephen Curry",35
"1395","Golden State Warriors","11/28/16",2016,4,6,33,"missed shot","Driving Layup Shot","2PT Field Goal",0,"Atlanta Hawks",4,7,"Stephen Curry",0
"1396","Golden State Warriors","12/23/16",2016,4,3,48,"made shot","Driving Layup Shot","2PT Field Goal",0,"Detroit Pistons",-1,3,"Stephen Curry",45
"1397","Golden State Warriors","1/20/17",2016,3,4,10,"missed shot","Driving Layup Shot","2PT Field Goal",2,"Houston Rockets",17,11,"Stephen Curry",0
"1398","Golden State Warriors","12/23/16",2016,2,4,46,"missed shot","Driving Layup Shot","2PT Field Goal",0,"Detroit Pistons",-2,-1,"Stephen Curry",0
"1399","Golden State Warriors","1/18/17",2016,1,7,8,"made shot","Driving Layup Shot","2PT Field Goal",2,"Oklahoma City Thunder",-1,26,"Stephen Curry",5
"1400","Golden State Warriors","3/2/17",2016,1,0,21,"made shot","Driving Layup Shot","2PT Field Goal",0,"Chicago Bulls",8,5,"Stephen Curry",12
"1401","Golden State Warriors","3/26/17",2016,2,1,44,"made shot","Driving Layup Shot","2PT Field Goal",1,"Memphis Grizzlies",2,18,"Stephen Curry",23
"1402","Golden State Warriors","1/18/17",2016,1,2,51,"made shot","Driving Layup Shot","2PT Field Goal",2,"Oklahoma City Thunder",-11,26,"Stephen Curry",10
"1403","Golden State Warriors","2/10/17",2016,3,4,40,"made shot","Driving Layup Shot","2PT Field Goal",0,"Memphis Grizzlies",4,2,"Stephen Curry",32
"1404","Golden State Warriors","3/2/17",2016,4,7,41,"made shot","Driving Layup Shot","2PT Field Goal",1,"Chicago Bulls",-14,2,"Stephen Curry",41
"1405","Golden State Warriors","2/1/17",2016,3,6,17,"made shot","Driving Layup Shot","2PT Field Goal",1,"Charlotte Hornets",-7,11,"Stephen Curry",30
"1406","Golden State Warriors","2/11/17",2016,3,6,48,"made shot","Driving Layup Shot","2PT Field Goal",2,"Oklahoma City Thunder",28,0,"Stephen Curry",30
"1407","Golden State Warriors","2/13/17",2016,3,4,42,"missed shot","Driving Layup Shot","2PT Field Goal",2,"Denver Nuggets",-29,-1,"Stephen Curry",0
"1408","Golden State Warriors","10/30/16",2016,1,4,2,"missed shot","Driving Layup Shot","2PT Field Goal",2,"Phoenix Suns",19,7,"Stephen Curry",0
"1409","Golden State Warriors","2/8/17",2016,2,1,20,"missed shot","Driving Layup Shot","2PT Field Goal",2,"Chicago Bulls",0,21,"Stephen Curry",0
"1410","Golden State Warriors","12/30/16",2016,1,2,6,"missed shot","Driving Layup Shot","2PT Field Goal",2,"Dallas Mavericks",-20,19,"Stephen Curry",0
"1411","Golden State Warriors","2/28/17",2016,3,1,45,"made shot","Driving Layup Shot","2PT Field Goal",1,"Washington Wizards",15,7,"Stephen Curry",35
"1412","Golden State Warriors","2/11/17",2016,3,2,5,"made shot","Driving Layup Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,7,"Stephen Curry",34
"1413","Golden State Warriors","1/22/17",2016,1,0,0,"missed shot","Driving Layup Shot","2PT Field Goal",1,"Orlando Magic",-12,8,"Stephen Curry",0
"1414","Golden State Warriors","10/25/16",2016,3,1,16,"made shot","Driving Layup Shot","2PT Field Goal",1,"San Antonio Spurs",9,13,"Stephen Curry",35
"1415","Golden State Warriors","2/4/17",2016,1,2,7,"made shot","Driving Layup Shot","2PT Field Goal",3,"Sacramento Kings",-20,28,"Stephen Curry",10
"1416","Golden State Warriors","1/8/17",2016,3,1,59,"made shot","Driving Layup Shot","2PT Field Goal",2,"Sacramento Kings",24,8,"Stephen Curry",35
"1417","Golden State Warriors","3/2/17",2016,4,6,46,"made shot","Driving Layup Shot","2PT Field Goal",1,"Chicago Bulls",14,3,"Stephen Curry",42
"1418","Golden State Warriors","3/20/17",2016,1,1,29,"missed shot","Driving Layup Shot","2PT Field Goal",0,"Oklahoma City Thunder",-4,3,"Stephen Curry",0
"1419","Golden State Warriors","10/25/16",2016,2,3,34,"made shot","Driving Layup Shot","2PT Field Goal",0,"San Antonio Spurs",-1,7,"Stephen Curry",21
"1420","Golden State Warriors","12/11/16",2016,3,10,22,"missed shot","Driving Layup Shot","2PT Field Goal",1,"Minnesota Timberwolves",12,7,"Stephen Curry",0
"1421","Golden State Warriors","12/11/16",2016,1,1,14,"made shot","Driving Layup Shot","2PT Field Goal",2,"Minnesota Timberwolves",6,21,"Stephen Curry",11
"1422","Golden State Warriors","3/18/17",2016,2,0,38,"made shot","Driving Layup Shot","2PT Field Goal",1,"Milwaukee Bucks",1,13,"Stephen Curry",24
"1423","Golden State Warriors","2/27/17",2016,3,8,3,"missed shot","Driving Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",19,2,"Stephen Curry",0
"1424","Golden State Warriors","12/15/16",2016,2,7,40,"missed shot","Driving Layup Shot","2PT Field Goal",1,"New York Knicks",9,8,"Stephen Curry",0
"1425","Golden State Warriors","11/13/16",2016,2,2,6,"made shot","Driving Layup Shot","2PT Field Goal",2,"Phoenix Suns",0,21,"Stephen Curry",22
"1426","Golden State Warriors","2/27/17",2016,4,3,42,"made shot","Driving Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",-9,16,"Stephen Curry",45
"1427","Golden State Warriors","2/27/17",2016,2,4,51,"made shot","Driving Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",10,11,"Stephen Curry",20
"1428","Golden State Warriors","2/4/17",2016,2,1,36,"made shot","Driving Layup Shot","2PT Field Goal",2,"Sacramento Kings",28,2,"Stephen Curry",23
"1429","Golden State Warriors","11/26/16",2016,3,1,48,"made shot","Driving Layup Shot","2PT Field Goal",2,"Minnesota Timberwolves",9,18,"Stephen Curry",35
"1430","Golden State Warriors","3/2/17",2016,4,1,27,"missed shot","Driving Layup Shot","2PT Field Goal",2,"Chicago Bulls",9,21,"Stephen Curry",0
"1431","Golden State Warriors","3/2/17",2016,2,2,38,"made shot","Driving Layup Shot","2PT Field Goal",0,"Chicago Bulls",9,3,"Stephen Curry",22
"1432","Golden State Warriors","1/28/17",2016,3,9,46,"made shot","Driving Layup Shot","2PT Field Goal",1,"Los Angeles Clippers",9,7,"Stephen Curry",27
"1433","Golden State Warriors","3/29/17",2016,4,2,8,"made shot","Driving Layup Shot","2PT Field Goal",1,"San Antonio Spurs",-6,8,"Stephen Curry",46
"1434","Golden State Warriors","1/25/17",2016,4,4,48,"made shot","Driving Layup Shot","2PT Field Goal",1,"Charlotte Hornets",-12,3,"Stephen Curry",44
"1435","Golden State Warriors","1/25/17",2016,1,5,29,"made shot","Driving Layup Shot","2PT Field Goal",1,"Charlotte Hornets",-14,7,"Stephen Curry",7
"1436","Golden State Warriors","1/6/17",2016,1,3,33,"made shot","Driving Layup Shot","2PT Field Goal",2,"Memphis Grizzlies",14,23,"Stephen Curry",9
"1437","Golden State Warriors","12/7/16",2016,1,2,10,"made shot","Driving Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",20,18,"Stephen Curry",10
"1438","Golden State Warriors","1/28/17",2016,2,4,40,"missed shot","Driving Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",20,16,"Stephen Curry",0
"1439","Golden State Warriors","3/5/17",2016,3,1,23,"made shot","Driving Layup Shot","2PT Field Goal",0,"New York Knicks",-6,3,"Stephen Curry",35
"1440","Golden State Warriors","10/25/16",2016,3,3,35,"made shot","Driving Reverse Layup Shot","2PT Field Goal",0,"San Antonio Spurs",8,5,"Stephen Curry",33
"1441","Golden State Warriors","2/25/17",2016,4,4,45,"missed shot","Driving Reverse Layup Shot","2PT Field Goal",3,"Brooklyn Nets",2,31,"Stephen Curry",0
"1442","Golden State Warriors","12/3/16",2016,2,0,28,"made shot","Driving Reverse Layup Shot","2PT Field Goal",1,"Phoenix Suns",10,13,"Stephen Curry",24
"1443","Golden State Warriors","3/18/17",2016,3,5,16,"missed shot","Driving Reverse Layup Shot","2PT Field Goal",1,"Milwaukee Bucks",-11,7,"Stephen Curry",0
"1444","Golden State Warriors","12/28/16",2016,4,5,24,"made shot","Driving Reverse Layup Shot","2PT Field Goal",1,"Toronto Raptors",-12,11,"Stephen Curry",43
"1445","Golden State Warriors","11/3/16",2016,3,2,58,"made shot","Driving Reverse Layup Shot","2PT Field Goal",1,"Oklahoma City Thunder",-9,16,"Stephen Curry",34
"1446","Golden State Warriors","11/3/16",2016,1,9,54,"made shot","Driving Reverse Layup Shot","2PT Field Goal",1,"Oklahoma City Thunder",-6,11,"Stephen Curry",3
"1447","Golden State Warriors","1/6/17",2016,1,5,35,"made shot","Driving Reverse Layup Shot","2PT Field Goal",1,"Memphis Grizzlies",10,11,"Stephen Curry",7
"1448","Golden State Warriors","3/2/17",2016,3,11,22,"missed shot","Driving Reverse Layup Shot","2PT Field Goal",2,"Chicago Bulls",24,11,"Stephen Curry",0
"1449","Golden State Warriors","1/20/17",2016,1,10,37,"made shot","Driving Reverse Layup Shot","2PT Field Goal",1,"Houston Rockets",15,11,"Stephen Curry",2
"1450","Golden State Warriors","1/25/17",2016,3,1,45,"made shot","Driving Reverse Layup Shot","2PT Field Goal",0,"Charlotte Hornets",-7,0,"Stephen Curry",35
"1451","Golden State Warriors","1/22/17",2016,1,4,18,"made shot","Driving Reverse Layup Shot","2PT Field Goal",2,"Orlando Magic",28,7,"Stephen Curry",8
"1452","Golden State Warriors","3/6/17",2016,4,1,59,"made shot","Driving Reverse Layup Shot","2PT Field Goal",1,"Atlanta Hawks",19,2,"Stephen Curry",47
"1453","Golden State Warriors","3/16/17",2016,3,3,14,"made shot","Driving Reverse Layup Shot","2PT Field Goal",1,"Orlando Magic",-7,13,"Stephen Curry",33
"1454","Golden State Warriors","1/18/17",2016,4,2,13,"made shot","Driving Reverse Layup Shot","2PT Field Goal",1,"Oklahoma City Thunder",-2,13,"Stephen Curry",46
"1455","Golden State Warriors","11/13/16",2016,1,1,48,"missed shot","Driving Reverse Layup Shot","2PT Field Goal",2,"Phoenix Suns",-7,21,"Stephen Curry",0
"1456","Golden State Warriors","1/2/17",2016,3,3,6,"made shot","Driving Reverse Layup Shot","2PT Field Goal",1,"Denver Nuggets",1,18,"Stephen Curry",33
"1457","Golden State Warriors","1/4/17",2016,3,8,18,"made shot","Driving Reverse Layup Shot","2PT Field Goal",0,"Portland Trail Blazers",9,2,"Stephen Curry",28
"1458","Golden State Warriors","11/16/16",2016,1,5,11,"made shot","Driving Reverse Layup Shot","2PT Field Goal",3,"Toronto Raptors",-34,8,"Stephen Curry",7
"1459","Golden State Warriors","1/28/17",2016,1,0,33,"made shot","Driving Reverse Layup Shot","2PT Field Goal",0,"Los Angeles Clippers",-4,2,"Stephen Curry",12
"1460","Golden State Warriors","3/14/17",2016,3,6,0,"missed shot","Driving Reverse Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",9,7,"Stephen Curry",0
"1461","Golden State Warriors","11/23/16",2016,3,3,49,"missed shot","Driving Reverse Layup Shot","2PT Field Goal",2,"Los Angeles Lakers",17,21,"Stephen Curry",0
"1462","Golden State Warriors","1/18/17",2016,3,4,21,"made shot","Driving Reverse Layup Shot","2PT Field Goal",0,"Oklahoma City Thunder",-2,3,"Stephen Curry",32
"1463","Golden State Warriors","3/29/17",2016,3,0,8,"made shot","Dunk Shot","2PT Field Goal",0,"San Antonio Spurs",0,1,"Stephen Curry",36
"1464","Golden State Warriors","11/1/16",2016,2,1,23,"missed shot","Fadeaway Jump Shot","2PT Field Goal",21,"Portland Trail Blazers",-125,174,"Stephen Curry",0
"1465","Golden State Warriors","12/8/16",2016,3,9,21,"missed shot","Fadeaway Jump Shot","2PT Field Goal",8,"Utah Jazz",-81,11,"Stephen Curry",0
"1466","Golden State Warriors","12/22/16",2016,1,4,50,"made shot","Fadeaway Jump Shot","2PT Field Goal",14,"Brooklyn Nets",-140,36,"Stephen Curry",8
"1467","Golden State Warriors","3/28/17",2016,1,7,28,"missed shot","Fadeaway Jump Shot","2PT Field Goal",8,"Houston Rockets",1,80,"Stephen Curry",0
"1468","Golden State Warriors","11/18/16",2016,4,1,13,"made shot","Fadeaway Jump Shot","3PT Field Goal",23,"Boston Celtics",233,57,"Stephen Curry",47
"1469","Golden State Warriors","11/3/16",2016,3,6,1,"made shot","Fadeaway Jump Shot","3PT Field Goal",26,"Oklahoma City Thunder",218,144,"Stephen Curry",30
"1470","Golden State Warriors","3/18/17",2016,1,0,3,"made shot","Fadeaway Jump Shot","3PT Field Goal",26,"Milwaukee Bucks",-223,139,"Stephen Curry",12
"1471","Golden State Warriors","11/10/16",2016,3,3,25,"made shot","Fadeaway Jump Shot","3PT Field Goal",28,"Denver Nuggets",-205,195,"Stephen Curry",33
"1472","Golden State Warriors","3/24/17",2016,3,9,49,"made shot","Finger Roll Layup Shot","2PT Field Goal",2,"Sacramento Kings",-22,18,"Stephen Curry",27
"1473","Golden State Warriors","1/16/17",2016,1,11,41,"made shot","Finger Roll Layup Shot","2PT Field Goal",2,"Cleveland Cavaliers",-20,16,"Stephen Curry",1
"1474","Golden State Warriors","12/11/16",2016,2,0,19,"made shot","Finger Roll Layup Shot","2PT Field Goal",1,"Minnesota Timberwolves",-11,16,"Stephen Curry",24
"1475","Golden State Warriors","12/8/16",2016,1,3,55,"made shot","Floating Jump shot","2PT Field Goal",20,"Utah Jazz",-102,178,"Stephen Curry",9
"1476","Golden State Warriors","3/20/17",2016,2,5,18,"missed shot","Floating Jump shot","2PT Field Goal",4,"Oklahoma City Thunder",1,41,"Stephen Curry",0
"1477","Golden State Warriors","12/1/16",2016,1,10,48,"made shot","Floating Jump shot","2PT Field Goal",12,"Houston Rockets",-45,115,"Stephen Curry",2
"1478","Golden State Warriors","3/2/17",2016,4,6,4,"made shot","Floating Jump shot","2PT Field Goal",18,"Chicago Bulls",-186,-1,"Stephen Curry",42
"1479","Golden State Warriors","11/13/16",2016,3,0,7,"missed shot","Floating Jump shot","2PT Field Goal",10,"Phoenix Suns",33,101,"Stephen Curry",0
"1480","Golden State Warriors","10/30/16",2016,1,8,55,"made shot","Floating Jump shot","2PT Field Goal",7,"Phoenix Suns",58,47,"Stephen Curry",4
"1481","Golden State Warriors","11/3/16",2016,3,5,29,"missed shot","Floating Jump shot","2PT Field Goal",4,"Oklahoma City Thunder",-34,36,"Stephen Curry",0
"1482","Golden State Warriors","4/4/17",2016,3,2,52,"missed shot","Floating Jump shot","2PT Field Goal",21,"Minnesota Timberwolves",-156,143,"Stephen Curry",0
"1483","Golden State Warriors","2/2/17",2016,2,0,44,"missed shot","Floating Jump shot","2PT Field Goal",9,"Los Angeles Clippers",14,92,"Stephen Curry",0
"1484","Golden State Warriors","3/14/17",2016,3,4,46,"missed shot","Floating Jump shot","2PT Field Goal",9,"Philadelphia 76ers",-1,97,"Stephen Curry",0
"1485","Golden State Warriors","12/17/16",2016,2,5,32,"missed shot","Floating Jump shot","2PT Field Goal",7,"Portland Trail Blazers",-9,70,"Stephen Curry",0
"1486","Golden State Warriors","3/16/17",2016,3,7,55,"made shot","Floating Jump shot","2PT Field Goal",5,"Orlando Magic",0,51,"Stephen Curry",29
"1487","Golden State Warriors","11/23/16",2016,1,3,19,"made shot","Floating Jump shot","2PT Field Goal",4,"Los Angeles Lakers",-34,36,"Stephen Curry",9
"1488","Golden State Warriors","12/3/16",2016,3,0,2,"missed shot","Floating Jump shot","2PT Field Goal",9,"Phoenix Suns",93,34,"Stephen Curry",0
"1489","Golden State Warriors","3/24/17",2016,1,8,36,"made shot","Floating Jump shot","2PT Field Goal",15,"Sacramento Kings",-17,159,"Stephen Curry",4
"1490","Golden State Warriors","1/4/17",2016,3,11,15,"missed shot","Floating Jump shot","2PT Field Goal",18,"Portland Trail Blazers",87,159,"Stephen Curry",0
"1491","Golden State Warriors","11/19/16",2016,1,5,25,"made shot","Floating Jump shot","2PT Field Goal",9,"Milwaukee Bucks",74,62,"Stephen Curry",7
"1492","Golden State Warriors","1/4/17",2016,3,4,25,"made shot","Floating Jump shot","2PT Field Goal",8,"Portland Trail Blazers",-1,82,"Stephen Curry",32
"1493","Golden State Warriors","11/19/16",2016,1,3,12,"missed shot","Floating Jump shot","2PT Field Goal",5,"Milwaukee Bucks",50,7,"Stephen Curry",0
"1494","Golden State Warriors","1/4/17",2016,2,3,21,"made shot","Floating Jump shot","2PT Field Goal",6,"Portland Trail Blazers",-14,61,"Stephen Curry",21
"1495","Golden State Warriors","11/26/16",2016,1,3,14,"made shot","Floating Jump shot","2PT Field Goal",9,"Minnesota Timberwolves",96,21,"Stephen Curry",9
"1496","Golden State Warriors","11/26/16",2016,3,2,55,"made shot","Floating Jump shot","2PT Field Goal",8,"Minnesota Timberwolves",4,85,"Stephen Curry",34
"1497","Golden State Warriors","2/23/17",2016,2,3,27,"missed shot","Floating Jump shot","2PT Field Goal",6,"Los Angeles Clippers",-14,65,"Stephen Curry",0
"1498","Golden State Warriors","3/6/17",2016,3,6,16,"missed shot","Floating Jump shot","2PT Field Goal",8,"Atlanta Hawks",-86,26,"Stephen Curry",0
"1499","Golden State Warriors","11/26/16",2016,1,8,14,"made shot","Floating Jump shot","2PT Field Goal",14,"Minnesota Timberwolves",-73,129,"Stephen Curry",4
"1500","Golden State Warriors","11/9/16",2016,4,9,34,"made shot","Floating Jump shot","2PT Field Goal",13,"Dallas Mavericks",89,105,"Stephen Curry",39
"1501","Golden State Warriors","1/6/17",2016,3,0,4,"made shot","Floating Jump shot","2PT Field Goal",13,"Memphis Grizzlies",59,121,"Stephen Curry",36
"1502","Golden State Warriors","1/8/17",2016,1,6,8,"missed shot","Floating Jump shot","2PT Field Goal",9,"Sacramento Kings",66,65,"Stephen Curry",0
"1503","Golden State Warriors","11/7/16",2016,4,1,28,"missed shot","Floating Jump shot","2PT Field Goal",5,"New Orleans Pelicans",-1,57,"Stephen Curry",0
"1504","Golden State Warriors","12/5/16",2016,1,1,41,"missed shot","Floating Jump shot","2PT Field Goal",4,"Indiana Pacers",-27,36,"Stephen Curry",0
"1505","Golden State Warriors","11/26/16",2016,1,0,57,"made shot","Floating Jump shot","2PT Field Goal",9,"Minnesota Timberwolves",87,31,"Stephen Curry",12
"1506","Golden State Warriors","2/10/17",2016,1,3,50,"made shot","Floating Jump shot","2PT Field Goal",11,"Memphis Grizzlies",-53,100,"Stephen Curry",9
"1507","Golden State Warriors","12/3/16",2016,1,0,2,"missed shot","Floating Jump shot","2PT Field Goal",12,"Phoenix Suns",4,126,"Stephen Curry",0
"1508","Golden State Warriors","11/7/16",2016,3,7,43,"missed shot","Floating Jump shot","2PT Field Goal",12,"New Orleans Pelicans",40,115,"Stephen Curry",0
"1509","Golden State Warriors","2/8/17",2016,3,3,14,"made shot","Floating Jump shot","2PT Field Goal",13,"Chicago Bulls",-55,120,"Stephen Curry",33
"1510","Golden State Warriors","12/3/16",2016,3,3,46,"made shot","Floating Jump shot","2PT Field Goal",10,"Phoenix Suns",92,41,"Stephen Curry",33
"1511","Golden State Warriors","2/27/17",2016,1,0,0,"missed shot","Hook Shot","2PT Field Goal",5,"Philadelphia 76ers",56,16,"Stephen Curry",0
"1512","Golden State Warriors","3/16/17",2016,3,11,36,"made shot","Jump Bank Shot","3PT Field Goal",26,"Orlando Magic",112,244,"Stephen Curry",25
"1513","Golden State Warriors","2/13/17",2016,3,4,19,"missed shot","Jump Bank Shot","2PT Field Goal",16,"Denver Nuggets",-125,105,"Stephen Curry",0
